309,123,312,51,314,64,314,65
310,123,312,51,314,64,314,65
309,123,312,51,314,64,314,65
309,123,312,51,314,64,313,65
309,123,312,51,314,64,314,65
310,123,313,51,313,64,314,65
310,123,312,51,313,64,314,65
309,123,312,51,313,64,314,65
309,123,312,51,313,64,314,65
309,123,312,51,313,64,314,65
309,123,312,51,313,64,313,65
309,123,312,51,313,64,313,65
309,123,312,51,313,64,314,65
309,123,312,51,313,64,313,65
310,123,312,51,313,64,314,65
310,123,312,51,313,64,314,65
310,123,312,51,313,64,314,65
309,123,312,51,313,64,313,65
309,123,312,51,314,64,313,65
310,123,312,51,313,64,313,65
312,123,313,51,314,64,314,65
313,123,314,51,314,64,315,65
315,123,317,51,317,64,317,65
317,123,317,51,318,64,317,65
318,123,319,51,320,64,319,65
320,123,321,51,321,64,322,65
322,123,322,51,323,64,324,65
324,123,324,51,325,64,326,1
325,1,326,51,327,64,327,1
328,1,327,51,329,1,329,2
330,1,330,1,331,1,330,2
332,2,332,1,333,2,332,2
333,2,333,2,335,2,334,2
336,3,336,2,338,3,336,3
338,4,338,3,339,4,338,4
340,5,340,4,342,5,339,5
343,6,342,5,343,6,342,7
344,8,344,6,346,8,344,8
346,10,347,8,347,10,346,11
348,12,349,10,349,13,347,13
350,15,351,12,351,16,349,16
352,19,353,16,354,20,353,21
354,24,355,20,355,26,355,27
356,30,357,25,357,33,356,34
359,37,360,31,359,42,358,42
361,45,362,39,361,52,360,52
363,56,364,49,363,67,362,64
364,68,366,61,366,82,364,80
366,84,367,75,367,101,365,98
368,103,370,92,369,123,368,122
370,126,371,112,370,149,370,148
372,153,372,130,371,175,371,175
372,177,372,148,373,203,372,204
373,200,373,167,374,231,374,233
375,223,375,184,376,262,375,263
376,250,376,203,377,291,375,294
377,272,377,221,377,315,376,322
378,291,378,243,378,339,377,345
379,314,379,262,379,362,379,370
380,338,380,277,380,385,380,396
381,362,380,300,381,405,381,422
381,381,381,323,382,421,381,444
381,401,382,343,383,436,382,465
382,415,382,363,383,450,383,478
384,435,383,382,383,473,384,495
384,457,384,403,385,499,385,515
385,473,385,423,385,519,385,535
385,481,386,436,386,528,386,553
386,499,386,448,386,537,386,565
388,521,388,462,387,547,387,585
389,543,388,486,388,567,388,605
390,557,389,507,389,590,389,620
390,569,389,525,390,608,390,639
391,590,390,538,390,621,391,658
392,611,391,556,391,649,392,679
392,626,392,577,392,677,392,692
393,637,393,598,393,694,394,709
394,648,394,616,394,708,394,739
395,667,394,626,395,728,395,761
396,684,395,641,396,741,395,781
396,710,396,659,396,768,396,804
397,726,396,673,397,784,397,816
398,741,398,691,398,807,398,828
399,754,398,712,399,828,399,850
400,767,399,722,400,852,399,881
400,796,400,741,400,884,399,905
401,824,400,758,401,901,400,917
402,836,402,773,401,905,401,934
402,854,403,802,402,911,402,953
403,872,404,819,403,931,403,975
405,899,404,849,404,947,404,991
405,916,404,869,404,965,405,1015
406,930,406,881,405,984,406,1033
407,947,406,899,406,1007,407,1038
407,963,408,916,407,1040,408,1060
408,981,408,954,408,1091,409,1107
409,998,408,976,409,1127,410,1140
410,1023,409,996,409,1140,410,1154
411,1056,410,1005,410,1164,411,1164
411,1085,411,1021,411,1182,411,1181
412,1114,412,1038,412,1214,412,1217
412,1133,413,1057,413,1234,413,1230
413,1136,414,1077,413,1257,413,1249
414,1159,415,1100,414,1263,414,1281
414,1187,415,1139,415,1306,415,1322
416,1217,416,1181,416,1354,416,1347
416,1238,417,1209,417,1380,417,1388
417,1248,418,1233,418,1436,418,1440
418,1284,418,1265,418,1474,419,1475
419,1336,419,1294,418,1510,419,1526
421,1394,419,1320,420,1537,420,1588
421,1445,420,1355,420,1569,421,1642
422,1481,421,1394,422,1590,422,1674
422,1525,422,1425,422,1630,423,1705
423,1568,423,1479,423,1670,423,1763
424,1608,424,1556,424,1752,424,1829
425,1649,425,1610,424,1817,424,1864
425,1684,426,1654,425,1851,425,1931
426,1728,427,1702,426,1915,427,2002
428,1810,427,1758,427,1997,427,2059
429,1893,427,1821,428,2066,428,2131
429,1942,429,1881,429,2126,428,2199
430,2006,429,1925,429,2193,429,2232
430,2043,430,1966,430,2265,430,2275
431,2094,432,2023,430,2325,432,2353
432,2170,433,2113,431,2429,432,2460
433,2246,434,2194,432,2508,433,2521
433,2305,434,2259,433,2586,434,2612
434,2357,435,2333,434,2657,434,2735
435,2442,436,2436,435,2726,435,2832
436,2558,437,2513,436,2847,436,2937
437,2619,437,2601,436,2948,436,3010
437,2710,438,2673,437,3002,438,3054
438,2766,440,2758,439,3106,439,3145
439,2860,440,2852,440,3275,439,3234
439,2975,441,2964,440,3426,440,3386
441,3059,441,3079,441,3502,441,3533
442,3163,442,3144,442,3582,441,3652
443,3257,442,3217,442,3654,442,3758
443,3408,443,3266,443,3699,444,3855
444,3555,443,3421,444,3794,444,4000
445,3656,444,3503,444,3899,445,4075
445,3739,446,3638,445,3959,445,4152
446,3868,446,3765,446,4126,446,4231
448,3988,447,3843,447,4267,446,4302
448,4051,448,3893,448,4432,447,4403
449,4147,448,4033,449,4537,448,4518
449,4224,449,4126,450,4703,449,4723
450,4341,450,4241,450,4825,449,4872
451,4526,451,4379,452,4928,450,5033
452,4683,452,4509,452,5111,452,5174
453,4754,452,4602,452,5279,453,5352
454,4825,452,4682,453,5370,453,5489
454,4868,454,4730,454,5419,454,5533
456,4939,455,4849,455,5510,455,5621
456,5022,456,4960,455,5657,455,5769
457,5173,457,5124,456,5779,456,5884
458,5213,457,5180,457,5902,456,6040
459,5312,459,5226,458,6011,457,6082
460,5437,459,5344,459,6207,458,6093
461,5609,460,5473,460,6317,459,6215
461,5670,461,5514,460,6363,460,6315
462,5713,461,5565,462,6376,461,6336
463,5783,462,5642,462,6484,462,6408
463,5778,464,5744,463,6571,463,6550
464,5882,464,5840,464,6623,463,6741
465,6016,465,5935,465,6752,464,6769
466,6067,466,5959,466,6821,465,6920
466,6189,466,5995,467,6865,466,7002
467,6261,467,6045,468,7014,466,7058
468,6422,468,6202,468,7047,467,7121
468,6512,469,6261,468,6996,468,7181
469,6547,469,6338,470,7065,469,7297
470,6649,470,6546,470,7099,470,7388
471,6597,470,6610,471,7220,470,7521
471,6659,471,6643,472,7307,471,7535
472,6646,472,6652,473,7322,472,7660
473,6727,473,6720,474,7367,473,7724
474,6744,474,6752,474,7381,474,7698
475,6827,475,6777,475,7391,475,7743
476,6898,476,6872,476,7440,476,7696
477,6862,476,6814,476,7474,476,7680
478,6817,477,6826,477,7431,477,7597
479,6719,478,6775,477,7344,478,7595
479,6603,479,6786,478,7340,478,7611
479,6601,480,6789,479,7408,479,7587
480,6631,481,6808,480,7382,480,7623
480,6566,481,6853,481,7454,481,7672
481,6565,482,6835,482,7409,482,7631
483,6603,483,6845,483,7426,483,7629
484,6672,484,6950,484,7429,484,7734
485,6634,485,6961,484,7501,484,7624
486,6625,486,6894,485,7421,484,7612
486,6597,486,6828,486,7311,486,7614
486,6509,487,6829,487,7314,487,7570
487,6486,488,6816,487,7265,487,7593
488,6541,489,6843,488,7226,488,7630
489,6531,489,6782,489,7192,488,7607
490,6599,490,6680,490,7147,490,7455
491,6569,491,6612,491,7187,491,7378
492,6549,491,6557,491,7183,491,7356
492,6519,492,6459,492,7141,492,7287
493,6388,493,6399,492,7088,493,7220
493,6287,494,6415,494,7022,494,7094
494,6198,495,6358,494,6935,495,7026
495,6123,495,6311,496,6838,496,7013
495,6040,496,6311,496,6712,497,6923
496,5967,498,6287,497,6673,498,6822
497,5895,498,6283,498,6591,498,6709
499,5846,499,6240,499,6580,499,6649
500,5837,500,6231,500,6543,500,6601
500,5755,500,6149,500,6448,501,6534
501,5693,500,6083,501,6342,501,6401
502,5581,502,5986,502,6206,502,6319
503,5525,502,5894,503,6146,503,6310
503,5438,503,5784,503,6163,503,6220
504,5412,504,5682,504,6080,504,6062
505,5335,505,5565,505,5959,505,5997
506,5268,506,5469,506,5847,505,5886
507,5173,507,5375,507,5748,506,5790
507,5150,507,5363,507,5672,507,5737
507,5038,508,5277,508,5554,508,5638
509,4931,509,5176,510,5430,509,5472
509,4838,510,5054,510,5322,510,5369
511,4722,511,4942,511,5243,510,5270
511,4633,512,4850,512,5222,511,5172
512,4583,513,4792,512,5116,511,5079
513,4473,514,4664,514,4954,512,4978
514,4351,514,4589,515,4858,514,4844
515,4266,515,4504,515,4761,515,4764
516,4220,515,4414,516,4657,516,4699
516,4123,516,4280,517,4503,517,4530
517,3996,517,4154,517,4377,517,4429
518,3917,518,4035,518,4268,517,4305
519,3809,518,3938,519,4141,519,4164
519,3710,520,3872,520,4070,520,4040
520,3621,520,3769,520,3976,521,3984
520,3507,521,3685,520,3885,522,3890
522,3414,522,3591,522,3737,522,3803
522,3363,523,3513,523,3636,523,3680
523,3279,523,3428,524,3545,524,3570
524,3200,524,3330,524,3462,524,3491
525,3076,525,3228,525,3331,525,3346
525,2976,526,3132,527,3197,526,3235
526,2916,527,3026,527,3098,527,3127
527,2845,528,2963,527,3053,528,3034
528,2737,528,2881,528,2940,528,2928
529,2668,529,2794,529,2856,529,2821
530,2578,530,2682,530,2768,530,2743
531,2536,530,2574,531,2675,531,2654
531,2468,531,2502,532,2621,531,2579
532,2383,531,2436,532,2559,532,2477
532,2284,533,2349,532,2446,533,2384
533,2198,534,2279,533,2345,534,2314
534,2124,535,2217,534,2263,535,2231
535,2048,536,2168,535,2202,536,2156
536,1993,536,2120,536,2115,536,2079
537,1944,537,2052,537,2039,537,1995
538,1877,538,1961,538,1963,538,1917
539,1804,539,1881,539,1903,539,1856
539,1758,540,1822,539,1838,540,1818
540,1700,540,1771,540,1788,541,1752
541,1650,541,1703,540,1716,541,1692
541,1599,542,1631,541,1659,542,1635
542,1558,543,1573,541,1592,542,1580
543,1514,543,1527,543,1537,543,1526
544,1479,543,1493,543,1496,544,1503
544,1423,545,1444,544,1456,545,1456
545,1372,545,1402,546,1400,546,1397
546,1331,547,1363,546,1355,546,1343
547,1295,547,1325,548,1313,547,1296
547,1260,548,1283,548,1267,548,1257
549,1223,549,1241,549,1213,549,1211
550,1184,550,1200,550,1172,550,1169
550,1141,550,1163,551,1135,551,1133
551,1110,551,1123,551,1110,551,1100
552,1082,552,1087,552,1070,551,1065
552,1041,553,1049,553,1032,553,1024
553,1014,554,1025,553,987,553,993
554,988,555,989,555,966,554,960
555,969,555,968,555,941,555,938
556,956,556,937,556,922,556,906
557,928,556,906,556,901,556,882
558,909,557,884,557,867,557,859
558,883,558,860,559,842,558,834
559,863,558,835,559,822,558,807
560,845,559,815,560,800,560,786
560,826,560,797,561,782,560,768
561,809,561,778,562,763,562,750
563,795,563,754,562,744,563,731
563,778,563,736,563,725,564,724
564,765,565,720,564,706,564,711
564,747,565,705,565,689,564,696
565,734,566,686,566,675,566,673
566,718,567,668,566,660,566,663
567,707,567,654,567,644,567,647
567,698,568,647,568,630,567,629
568,688,568,635,569,622,568,617
568,678,570,618,569,610,569,605
570,669,571,608,570,606,571,598
571,659,571,594,571,594,572,593
571,657,571,587,571,586,572,586
572,643,572,579,571,573,572,575
572,633,573,570,571,558,573,563
573,622,573,558,572,540,573,551
572,611,573,543,573,529,573,533
573,599,574,529,572,511,573,522
573,578,574,515,573,490,573,503
573,566,574,499,573,475,573,484
573,547,573,487,573,464,572,465
573,529,573,469,573,445,573,445
573,515,573,451,573,430,573,431
573,496,574,440,572,411,573,418
574,486,573,429,573,393,574,405
573,476,574,413,573,383,573,388
573,459,574,397,574,372,573,374
573,449,574,387,574,362,573,365
573,436,574,378,573,351,574,353
573,423,573,365,573,339,574,346
573,415,573,355,573,327,573,336
574,407,573,346,573,318,573,326
573,396,573,335,573,307,573,314
573,389,573,322,573,300,572,307
572,377,573,315,573,293,572,297
573,369,573,308,573,287,573,290
573,361,573,301,573,280,573,283
572,356,573,293,574,275,573,277
572,349,573,288,573,269,573,274
572,340,573,281,572,261,574,270
573,337,573,275,573,253,573,265
573,331,573,266,572,247,572,257
573,327,572,260,572,243,573,250
573,321,573,253,572,235,573,245
573,314,572,245,572,227,573,239
573,309,572,240,573,221,572,233
573,304,572,236,573,221,573,228
572,299,573,233,573,217,573,225
572,293,572,226,574,214,573,222
572,287,572,223,574,210,573,218
573,281,572,220,573,208,574,214
573,280,572,215,573,203,574,209
572,276,572,210,573,199,573,205
573,272,573,206,573,197,572,199
572,270,573,204,573,193,573,195
572,268,573,198,572,189,573,191
573,264,573,195,572,183,573,188
572,263,573,191,573,182,573,185
573,258,573,187,573,179,572,182
572,256,574,185,572,176,572,179
573,251,573,181,573,172,573,176
573,248,573,178,573,170,572,173
573,246,573,175,573,167,572,170
574,242,573,172,574,165,573,167
573,241,572,167,573,163,573,165
572,236,572,164,574,161,572,165
572,233,572,162,573,160,572,162
573,233,573,161,572,158,573,160
572,229,573,159,572,157,573,159
573,227,573,157,572,154,573,157
573,223,573,154,572,150,573,157
573,223,573,152,572,149,573,155
573,221,573,150,572,147,573,153
573,218,572,148,572,144,573,152
573,217,573,145,572,143,572,148
572,215,573,143,572,142,573,146
573,213,573,142,572,140,572,144
572,212,573,140,572,137,573,144
572,208,572,138,572,135,573,142
572,204,572,134,573,135,573,139
572,203,572,133,572,134,573,137
573,201,573,132,573,133,572,135
572,201,573,130,572,131,573,134
572,199,572,130,572,129,573,133
573,198,572,126,573,128,573,132
572,197,572,124,573,126,572,131
572,195,572,123,573,125,572,129
573,194,573,122,573,124,573,127
572,193,573,122,573,124,573,126
572,193,573,121,573,122,573,125
572,192,573,118,573,121,573,124
573,191,572,117,573,120,572,122
573,191,572,115,573,118,572,121
572,190,573,114,573,117,572,120
573,190,572,113,574,116,572,120
573,188,572,111,574,116,572,118
573,187,572,111,574,116,572,116
573,186,573,109,573,114,572,116
573,183,572,109,573,114,572,116
573,181,572,107,573,113,572,116
573,182,573,106,572,110,573,114
573,181,573,104,573,109,572,112
573,179,573,103,572,109,572,112
573,177,573,102,572,108,572,111
573,177,573,101,572,107,573,111
573,176,572,99,572,106,573,110
573,175,572,99,573,105,574,110
572,174,573,97,572,106,573,109
573,171,572,97,573,106,573,108
573,170,573,95,573,104,573,107
573,171,573,95,572,103,573,106
573,170,572,95,572,102,573,104
572,170,572,93,572,100,572,104
572,170,573,92,572,99,573,103
572,169,572,91,572,99,573,101
572,167,572,90,573,99,573,101
572,165,573,89,573,98,573,100
572,165,573,89,573,98,573,100
572,166,573,89,573,97,573,99
572,165,574,88,573,96,573,99
573,166,573,88,573,95,573,98
572,164,574,87,574,94,572,98
572,161,574,87,573,94,572,98
573,161,573,86,573,93,572,97
573,160,572,84,573,92,573,95
572,160,572,83,573,92,572,95
573,160,573,84,573,92,572,94
573,159,573,83,573,91,572,94
573,159,572,83,573,91,572,93
573,158,573,81,573,90,573,92
573,156,572,81,573,90,573,92
573,157,572,80,573,90,573,92
573,157,572,79,574,90,574,92
573,155,573,79,573,89,574,92
573,155,572,79,574,88,573,93
573,152,573,78,574,88,573,91
573,153,573,78,574,88,573,91
573,152,573,77,574,87,573,90
573,151,574,76,574,87,573,89
572,149,573,76,574,86,572,90
573,150,573,76,573,85,573,89
573,151,573,75,573,85,572,89
573,149,572,75,573,84,573,87
573,150,572,75,573,85,572,87
573,150,572,74,573,84,572,86
572,148,572,72,573,83,573,85
573,148,572,72,574,82,573,84
572,148,573,73,573,81,573,84
572,145,573,72,572,81,573,84
573,144,573,73,573,80,572,84
573,146,572,72,573,80,572,84
573,145,572,71,573,79,573,83
572,146,572,70,573,79,573,83
572,145,572,68,573,79,573,84
573,145,572,68,573,79,572,82
572,144,572,67,573,79,573,82
573,142,572,67,573,79,573,81
572,141,573,67,573,79,573,81
573,141,573,68,573,79,573,82
572,139,573,68,573,78,573,81
573,141,572,67,573,77,572,80
573,142,572,67,573,77,572,79
573,141,573,67,572,77,573,79
573,141,573,67,573,76,573,79
572,140,573,66,573,76,573,78
572,138,573,66,572,76,574,79
573,138,573,66,573,76,574,78
572,139,573,64,572,76,574,79
573,138,572,64,573,75,574,79
573,138,573,64,572,75,574,78
573,138,573,64,572,74,573,78
573,138,573,64,571,74,574,78
572,138,572,63,572,74,573,78
573,137,573,63,572,73,572,78
572,137,572,63,572,73,572,76
572,136,572,63,573,73,572,77
573,136,573,62,573,73,573,76
573,135,572,62,572,73,572,75
573,135,573,61,572,72,572,74
573,134,573,61,572,71,572,74
573,134,573,60,573,72,572,74
573,135,572,61,573,72,572,73
574,135,573,61,573,72,572,73
573,135,572,61,573,72,572,73
573,136,573,60,572,71,573,73
573,135,572,60,572,70,573,72
573,134,573,59,572,71,573,72
572,133,573,59,572,70,573,72
573,132,573,59,572,70,573,72
573,132,572,59,573,69,573,72
573,133,572,58,573,69,573,73
573,134,572,57,573,69,572,72
573,133,572,57,573,69,572,71
574,134,573,58,573,69,572,71
573,132,573,58,573,68,572,71
573,132,572,57,574,68,572,71
573,131,572,57,573,69,572,71
572,131,573,57,573,69,573,71
572,130,572,57,573,68,573,71
572,129,573,57,572,68,572,71
573,130,573,57,572,68,573,71
573,129,572,56,572,67,572,70
573,129,573,56,572,67,572,70
572,128,573,55,573,67,572,69
573,128,572,55,573,67,572,69
572,128,573,55,573,67,573,69
572,127,573,54,573,67,573,69
573,127,573,55,573,67,573,69
572,126,573,56,573,66,573,69
573,126,573,55,573,67,573,69
573,126,573,55,573,66,573,69
574,127,572,55,573,66,573,68
574,127,573,55,572,66,573,68
574,127,573,54,572,66,573,68
574,126,573,54,573,65,573,68
574,126,573,53,572,65,572,68
574,126,573,54,573,65,573,68
573,126,573,54,573,65,573,68
573,125,573,54,573,64,573,69
573,124,572,54,573,64,573,68
573,124,573,53,573,64,573,68
573,124,572,53,573,65,573,68
573,123,572,52,572,64,573,67
573,123,573,52,573,64,573,66
573,122,573,52,573,64,573,66
573,121,572,52,573,64,573,65
573,123,573,52,573,63,573,66
573,122,573,51,573,63,573,66
573,121,573,51,572,64,574,65
573,123,573,51,572,64,574,65
